date,geography,geography code,Rural Urban,Religion: All categories: Religion; measures: Value,Religion: Has religion; measures: Value,Religion: Christian; measures: Value,Religion: Buddhist; measures: Value,Religion: Hindu; measures: Value,Religion: Jewish; measures: Value,Religion: Muslim; measures: Value,Religion: Sikh; measures: Value,Religion: Other religion; measures: Value,Religion: No religion; measures: Value,Religion: Religion not stated; measures: Value
2011,Guildford,E07000209,Total,137183,64.49,60.23,0.61,0.95,0.23,1.98,0.15,0.34,27.78,7.73
2011,Mole Valley,E07000210,Total,85375,66.9,64.33,0.39,0.66,0.25,0.78,0.1,0.39,25.2,7.9
2011,Reigate and Banstead,E07000211,Total,137835,66.34,61.9,0.45,1.36,0.21,1.91,0.15,0.35,26.31,7.35
2011,Runnymede,E07000212,Total,80510,68.81,63.39,0.63,1.47,0.31,1.93,0.68,0.4,23.97,7.22
2011,Spelthorne,E07000213,Total,95598,70.5,63.76,0.44,2.44,0.22,1.89,1.39,0.36,22.5,7.0
2011,Surrey Heath,E07000214,Total,86144,68.9,63.44,0.85,1.59,0.19,1.87,0.56,0.41,23.93,7.17
2011,Tandridge,E07000215,Total,82998,67.23,64.87,0.36,0.74,0.16,0.72,0.07,0.32,25.27,7.5
2011,Waverley,E07000216,Total,121572,67.11,65.16,0.36,0.26,0.19,0.65,0.06,0.43,25.29,7.61
2011,Woking,E07000217,Total,99198,69.56,58.82,0.68,1.97,0.22,7.38,0.15,0.34,23.12,7.33
2011,Adur,E07000223,Total,61182,61.11,58.56,0.34,0.23,0.36,1.0,0.05,0.57,31.32,7.57
2011,Arun,E07000224,Total,149518,66.97,65.29,0.28,0.2,0.16,0.54,0.03,0.46,25.3,7.73
2011,Chichester,E07000225,Total,113794,67.79,66.13,0.43,0.24,0.14,0.37,0.03,0.45,24.56,7.65
2011,Crawley,E07000226,Total,106597,67.57,54.21,0.38,4.59,0.09,7.21,0.68,0.42,26.04,6.39
2011,Horsham,E07000227,Total,131301,65.18,63.45,0.32,0.27,0.15,0.51,0.07,0.41,26.93,7.89
2011,Mid Sussex,E07000228,Total,139860,65.45,62.75,0.36,0.61,0.2,0.81,0.06,0.66,26.61,7.93
2011,Worthing,E07000229,Total,104640,61.47,58.12,0.57,0.52,0.22,1.29,0.12,0.64,30.18,8.35
2011,Bath and North East Somerset,E06000022,Total,176016,58.77,56.51,0.53,0.3,0.14,0.67,0.08,0.53,32.74,8.49
2011,Bournemouth,E06000028,Total,183491,61.75,57.13,0.66,0.7,0.73,1.78,0.09,0.66,30.47,7.77
2011,"Bristol, City of",E06000023,Total,428234,54.46,46.76,0.6,0.63,0.18,5.14,0.5,0.65,37.41,8.12
2011,Cornwall,E06000052,Total,532273,61.17,59.81,0.32,0.1,0.07,0.16,0.02,0.68,30.31,8.52
2011,Isles of Scilly,E06000053,Total,2203,56.6,55.29,0.41,0.05,0.18,0.14,0.0,0.54,33.68,9.71
2011,North Somerset,E06000024,Total,202566,62.45,60.99,0.27,0.17,0.08,0.43,0.05,0.46,30.05,7.5
2011,Plymouth,E06000026,Total,256384,60.03,58.08,0.34,0.22,0.07,0.81,0.03,0.47,32.88,7.1
2011,Poole,E06000029,Total,147645,62.67,60.44,0.36,0.35,0.27,0.7,0.05,0.49,29.75,7.58
2011,South Gloucestershire,E06000025,Total,262767,61.93,59.56,0.27,0.64,0.06,0.83,0.24,0.34,30.68,7.4
2011,Swindon,E06000030,Total,209156,62.19,57.51,0.58,1.24,0.07,1.69,0.59,0.51,30.97,6.84
2011,Torbay,E06000027,Total,130959,64.76,63.32,0.3,0.1,0.08,0.4,0.03,0.54,27.52,7.72
2011,Wiltshire,E06000054,Total,470981,65.77,64.05,0.34,0.28,0.08,0.44,0.06,0.51,26.55,7.68
2011,East Devon,E07000040,Total,132457,66.72,65.63,0.26,0.04,0.11,0.17,0.01,0.5,25.13,8.15
2011,Exeter,E07000041,Total,117773,57.21,53.91,0.58,0.32,0.13,1.58,0.14,0.57,34.7,8.09
2011,Mid Devon,E07000042,Total,77750,63.18,62.09,0.29,0.12,0.06,0.14,0.01,0.47,28.45,8.37
2011,North Devon,E07000043,Total,93667,62.64,61.31,0.3,0.11,0.06,0.3,0.06,0.5,28.81,8.55
2011,South Hams,E07000044,Total,83140,63.33,61.56,0.56,0.07,0.13,0.24,0.01,0.76,27.75,8.92
2011,Teignbridge,E07000045,Total,124220,63.47,62.22,0.33,0.06,0.08,0.19,0.01,0.59,28.13,8.4
2011,Torridge,E07000046,Total,63839,63.98,62.83,0.24,0.05,0.06,0.14,0.01,0.66,27.47,8.55
2011,West Devon,E07000047,Total,53553,64.84,63.64,0.28,0.06,0.09,0.17,0.01,0.58,26.62,8.54
2011,Christchurch,E07000048,Total,47752,68.64,67.13,0.33,0.11,0.2,0.31,0.01,0.55,23.65,7.72
2011,East Dorset,E07000049,Total,87166,68.12,66.83,0.18,0.12,0.17,0.4,0.01,0.41,24.21,7.67
2011,North Dorset,E07000050,Total,68583,68.16,66.53,0.38,0.32,0.13,0.27,0.01,0.5,23.8,8.04
2011,Purbeck,E07000051,Total,44973,65.99,65.01,0.25,0.01,0.08,0.15,0.0,0.48,25.89,8.12
2011,West Dorset,E07000052,Total,99264,66.69,65.27,0.34,0.12,0.09,0.26,0.01,0.6,24.97,8.34
2011,Weymouth and Portland,E07000053,Total,65167,62.83,61.02,0.4,0.08,0.09,0.47,0.07,0.7,29.28,7.89
2011,Cheltenham,E07000078,Total,115732,61.61,58.72,0.44,0.81,0.14,0.94,0.13,0.44,30.75,7.63
2011,Cotswold,E07000079,Total,82881,69.81,68.68,0.26,0.14,0.15,0.2,0.01,0.38,22.9,7.29
2011,Forest of Dean,E07000080,Total,81961,66.87,65.78,0.24,0.07,0.06,0.11,0.07,0.54,25.19,7.94
2011,Gloucester,E07000081,Total,121688,66.96,62.36,0.26,0.6,0.04,3.19,0.11,0.41,26.17,6.86
2011,Stroud,E07000082,Total,112779,63.56,62.0,0.32,0.11,0.09,0.21,0.04,0.79,28.35,8.09
2011,Tewkesbury,E07000083,Total,81943,67.93,66.57,0.21,0.32,0.06,0.33,0.08,0.35,24.97,7.1
2011,Mendip,E07000187,Total,109279,63.96,61.94,0.47,0.1,0.07,0.25,0.01,1.12,27.37,8.67
2011,Sedgemoor,E07000188,Total,114588,65.81,64.64,0.22,0.06,0.04,0.3,0.04,0.5,26.53,7.66
2011,South Somerset,E07000189,Total,161243,67.11,65.95,0.23,0.08,0.08,0.26,0.01,0.5,25.2,7.69
2011,Taunton Deane,E07000190,Total,110187,63.52,62.09,0.32,0.16,0.06,0.36,0.01,0.51,28.53,7.95
2011,West Somerset,E07000191,Total,34675,66.58,65.48,0.33,0.01,0.05,0.12,0.03,0.56,25.05,8.37
2011,Isle of Anglesey,W06000001,Total,69751,66.24,65.09,0.24,0.06,0.06,0.36,0.06,0.37,25.52,8.25
2011,Gwynedd,W06000002,Total,121874,61.77,59.49,0.35,0.2,0.05,1.13,0.03,0.52,29.67,8.56
2011,Conwy,W06000003,Total,115228,66.13,64.66,0.3,0.18,0.05,0.51,0.01,0.41,26.05,7.82
2011,Denbighshire,W06000004,Total,93734,65.52,64.15,0.28,0.18,0.03,0.5,0.01,0.37,26.81,7.67
2011,Flintshire,W06000005,Total,152506,67.37,66.42,0.23,0.1,0.05,0.32,0.02,0.24,25.39,7.24
2011,Wrexham,W06000006,Total,134844,65.07,63.46,0.26,0.37,0.04,0.64,0.06,0.23,27.38,7.54
2011,Powys,W06000023,Total,132976,63.3,61.76,0.43,0.24,0.06,0.18,0.04,0.6,27.86,8.84
2011,Ceredigion,W06000008,Total,75922,60.44,57.93,0.47,0.26,0.08,0.69,0.04,0.98,30.73,8.83
2011,Pembrokeshire,W06000009,Total,122439,64.5,63.02,0.34,0.19,0.04,0.35,0.03,0.53,27.31,8.19
2011,Carmarthenshire,W06000010,Total,183777,63.16,61.78,0.23,0.19,0.04,0.34,0.07,0.51,28.86,7.98
2011,Swansea,W06000011,Total,239023,58.56,55.0,0.36,0.33,0.07,2.27,0.12,0.44,33.98,7.46
2011,Neath Port Talbot,W06000012,Total,139812,58.91,57.68,0.22,0.1,0.03,0.41,0.08,0.38,33.81,7.29
2011,Bridgend,W06000013,Total,139178,56.3,55.06,0.26,0.19,0.02,0.38,0.03,0.36,36.69,7.01
2011,Vale of Glamorgan,W06000014,Total,126336,59.75,58.09,0.28,0.21,0.07,0.62,0.06,0.42,32.89,7.36
2011,Cardiff,W06000015,Total,346090,61.07,51.36,0.49,1.37,0.23,6.84,0.38,0.41,31.77,7.16
2011,Rhondda Cynon Taff,W06000016,Total,234410,51.84,50.5,0.22,0.17,0.04,0.45,0.08,0.37,40.76,7.4
2011,Merthyr Tydfil,W06000024,Total,58802,57.19,56.03,0.21,0.14,0.01,0.34,0.09,0.38,35.79,7.02
2011,Caerphilly,W06000018,Total,178806,51.67,50.71,0.16,0.1,0.04,0.22,0.09,0.37,40.87,7.45
2011,Blaenau Gwent,W06000019,Total,69814,50.8,49.85,0.16,0.1,0.01,0.26,0.06,0.36,41.07,8.12
2011,Torfaen,W06000020,Total,91075,56.61,55.42,0.24,0.26,0.02,0.26,0.06,0.35,35.8,7.59
2011,Monmouthshire,W06000021,Total,91323,63.81,62.53,0.29,0.18,0.07,0.26,0.05,0.43,28.49,7.7
2011,Newport,W06000022,Total,145736,62.76,56.85,0.25,0.47,0.07,4.71,0.1,0.32,29.74,7.5
